Key,File,Type,UsedInMainMenu,NoTranslate,english
challengeRewardThrownAmmoBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Explosives Stack
challengeRewardArmorModBundle,items,Reward,,,Reward Armor Bundle
challengeRewardArmorModBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Amor mod.
challengeRewardGunModBundle,items,Reward,,,Reward Weapon Mods Bundle
challengeRewardGunModBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Weapons mod.
challengeRewardClothingModBundle,items,Reward,,,Reward Clothing Mod Bundle
challengeRewardClothingModBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Clothing mod.
challengeRewardPerkModBundle,items,Reward,,,Reward Perk Mod Bundle
challengeRewardPerkModBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Perk mod.
challengeRewardLegendaryMeleeWeaponBundle,items,Reward,,,Reward Melee Parts Choice Bundle
challengeRewardLegendaryMeleeWeaponChoice,items,Reward,,,Reward Melee Parts Choice Bundle
challengeRewardLegendaryMeleeWeaponBundleDesc,items,Reward,,,"Challenge Choice Reward.\nRandom Legendary Melee Weapons Crafting Bundle, Use recipes to select reward choice."
challengeRewardLegendaryRangedWeaponBundle,items,Reward,,,Reward Ranged Parts Choice Bundle.
challengeRewardLegendaryRangedWeaponChoice,items,Reward,,,Reward Ranged Parts Choice Bundle.
challengeRewardLegendaryRangedWeaponBundleDesc,items,Reward,,,"Challenge Choice Reward.\nRandom Legendary Ranged Weapons Crafting Bundle, Use recipes to select reward choice."
challengeRewardGoodStuffBundle,items,Reward,,,Reward Select Items Bundle.
challengeRewardGoodStuffBundleDesc,items,Reward,,,Challenge Group Reward.\nRandom Select Item Bundle.
advanced_survival_desc,Quests,Quest Info,,,Good job survivor! You've completed the Advanced Survival Challenge Group.
crafting_desc,Quests,Quest Info,,,Good job survivor! You've completed the Crafting Challenge Group.
farmer_desc,Quests,Quest Info,,,Good job survivor! You've completed the Farmer Challenge Group.
gatherer_desc,Quests,Quest Info,,,Good job survivor! You've completed the Gatherer Challenge Group.
harvesting_desc,Quests,Quest Info,,,Good job survivor! You've completed the Harvesting Challenge Group.
healer_desc,Quests,Quest Info,,,Good job survivor! You've completed the Healer Challenge Group.
homesteading_desc,Quests,Quest Info,,,Good job survivor! You've completed the Homesteading Challenge Group.
hunter_desc,Quests,Quest Info,,,Good job survivor! You've completed one of the Hunter Challenges.
survivor_desc,Quests,Quest Info,,,Good job survivor! You've completed the Survivor Challenge Group.
trader_quests_desc,Quests,Quest Info,,,Good job survivor! You've completed the Trader Quests Challenge Group.
zombie_slayer_desc,Quests,Quest Info,,,Good job survivor! You've completed one of the Zombie Slayer Challenges.
marysRevengeHomemadeRifle,items,Gun,,,Mary's Revenge - Homemade bush rifle.
marysRevengeHomemadeRifleDesc,items,Gun,,,"Mary's Revenge. Borne from the dark depths of vengeance. \nHas flawed barrel rifling that causes sporadic bullet tumble - 25% chance of inflicting lethal bleed out. Tumble bullet impact will knock zombies down.\nUses .44 Magnum ammo.\n300% Headshot damage\nMod with Shotgun Barrel Extender.\n8X Scope attachments have full focus range."
rewardMarysRevengeBundle,items,Item,,,Mary's Revenge
rewardMarysRevengeBundleDesc,items,Item,,,There are 6 in a Coven.
marysRevengeArtifactContainer,items,Item,,,Mary's Revenge
marysRevengeArtifactContainerDesc,items,Item,,,Mary's Revenge
magratsEyeBile,items,Item,,,Salty Bile Mouth Vomit
magratsEye,items,Item,,,"Magrat's left eye"
modMagratTracker,item_modifiers,mod,,,All Is Well         
modMagratTrackerDesc,item_modifiers,mod,,,"Town Cryer's witch finder lantern. Tuned by Ipslore to show Magrats aura but he never had a chance to use it. \n\nInstalls in Helmet as light. Turn light on to activate."         
magratsEyeDesc,items,Item,,,"A strange smelling eyeball covered in red mucous and slime. At first glance it resembles hard crystal but it feels spongy in your hand. You feel it vibrating faintly as you hold it - you have a strong urge to consume it even though you suspect any side-effects may be permanent.\n\nUse (A) to consume.\n[Mary's Revenge Storyline]"
buff_MagratsLeftEye,buffs,Buff,,,"Magrat's Left Eye" 
buff_MagratsLeftEyeDesc,buffs,Buff,,,"You have the witches sight. Screamers are automatically tagged with an orange dot on the compass, map and on-screen. The undead sense the presence of the Eye and it aggravates them - your Game Stage is increased by 15.\n\nPermanent Buff." 
marysRevengeCovenHouseScreamer,entityclasses,Entity,,,Coven House Disciple
marysRevengeCovenHouseLootScreamer,entityclasses,Entity,,,Coven House Disciple
graveKeeperDireWolf,entityclasses,Entity,,,Witch Bound Dire Wolf
graveKeeperDireBear,entityclasses,Entity,,,Witch Bound Dire Bear
animalPigeonFlock,entityclasses,Entity,,,Pigeon
testgiveScreamerTrackingBuff,items,TEST,,,"Screamer tracking buff"
testgiveScreamerTrackingBuffDesc,items,TEST,,,"gives the Screamer tracking buff from Marys Revenge - used for testing."
testRemoveScreamerTrackingBuff,items,TEST,,,"Remove Screamer tracking buff"
testRemoveScreamerTrackingBuffDesc,items,TEST,,,"Removes the Screamer tracking buff from Marys Revenge - used for testing."
resourceMarysDiary,items,Book,,,"Mary's Torn and Bloodstained Diary" 
resourceMarysDiaryDesc,items,Book,,,"Mary's diary details her daughter's kidnap and murder by a witch cult. Hard to read with pages torn and missing, you manage to piece together about 3 pages worth of legible entries.\n\n\nOpen to review the pages." 
resourceMarysDiaryPage1,items,Book,,,"Page 1: Mary's Story" 
resourceMarysDiaryPage1Desc,items,Book,,,"After her daughters death, Mary studied the cult and hunted down their stronghold. Through violent bloody assault Mary identified the cult's leader - Magrat The Seer. Mary drew Magrat into a trap by performing some kind of a ritual, but was overrun after a prolonged fight. There is some reference to a continual stream of dopplegangers and Mary being unable to identify and kill the real Magrat. Mary appears to have been able to engineer a retreat but was mortally wounded, her final act was to finish her diary in the hope of future vengeance. Whoever buried her took care to bury her with her last possessions." 
resourceMarysDiaryPage2,items,Book,,,"Page 2: Mary's Revenge" 
resourceMarysDiaryPage2Desc,items,Book,,,"Mary learnt some interesting things about the witch cult. She got this information by repeatedly bludgeoning a witch in the face with a spiked club. She had summoned Magrat using hair and bones from the grave of a cult priest. There are some notes on her last fight but her last diary entry, the cult's base location, stares at you from the page.\nYou consider your options.\n\n\nRead (A) to introduce yourself to Magrat the Seer." 
resourceMarysDiaryPage3,items,Book,,,"Page 3: A side note" 
resourceMarysDiaryPage3Desc,items,Book,,,"Scrawled in the diary's margins are random notes that when combined, describe some kind of Talisman that can be used to help defeat Magrat. The Talisman is buried in the disgarded grave of a witch named Ipslore the Red. From Mary's notes it doesn't look like she pursued the Talisman, the warnings about the grave being protected by beasts from hell may have had something to do with it.\n\n[Mary's Revenge Optional]\nRead (A) to hunt down the Talisman." 
marysRevengeFinalBossBundle,items,Loot Bundle,,,"Magrat the Witch Seer's bloodied remains"
marysRevengeFinalBossBundleDesc,items,Corpse,,,"A gleam of light from the corpse catches your eye. You consider digging around in the mess to fish it out.\n\nOpen to dig through the remains. "
marysRevengeFinalBossLoot,entityclasses,Entity,,,Magrat the Witch Seer's Loot
EntityMarysRevengeBossLoot,entityclasses,Entity,,,Magrat the Witch Seer's Loot
marysRevengeFinalBoss,entityclasses,Entity,,,Magrat the Witch Seer
marysRevengeFinalBossMinion,entityclasses,Entity,,,Magrat the Witch Seer
marysRevengeFinalBossMinion2,entityclasses,Entity,,,Magrat the Witch Seer
marysRevengeSummoningPieGroup,Quest,Quest Info,,,"Preparing for Magrat"
graveRobbingCovenHouse,Quest,Coven House,,,"Coven House"
graveRobbingCovenHouse_description,Quest,Coven House,,,"You're looking for artifacts from a Witch Seer's grave to summon Magrat the Seer. Scout the witch cult's lair called Coven House and introduce yourself. Persuade any witches you meet to share the location of a cult priest's grave with you. \n\n[Mary's Revenge storyline]"
graveRobbingCovenHouse_offer,Quest,Coven House,,,"You're looking for artifacts from a Witch Seer's grave to summon Magrat the Seer. Scout the witch cult's lair called Coven House and introduce yourself. Persuade any witches you meet to share the location of a cult priest's grave with you. \n\n[Mary's Revenge storyline]"
graveRobbingCovenHouseName,Quest,Coven House,,,[00FFB4]Find a grave location[-]
graveRobbingCovenHouse_subtitle,Quest,Coven House,,,Secure Coven House
graveRobbingCovenHouse_hint1,Quest,Coven House,,,[00FFB4]Secure the Witch's Lair[-]
EntityMarysRevengeCovenHouseLoot,entityclasses,Entity,,,Cherished Possessions
marysRevengeCovenHouseBundle,items,Loot Bundle,,,"Witch's Belongings"
marysRevengeCovenHouseBundleDesc,items,Loot Bundle,,,"A small box with some cherished possessions."
resourceWitchesHair,items,Witches Hair,,,"Lock of witches hair" 
resourceWitchesHairDesc,items,Witches Hair,,,"Grimey lock of rotting witches hair from Judie's grave. Boiling this down in an alchemy recipe creates a vestige brew. The brew is used in a recipe that can be used to summon the witch cult leader Margat the Seer. Watch out for the fleas.\n\n[Mary's Revenge storyline]" 
resourceUsedToiletPaper,items,Toilet Paper,,,"Much used toilet paper" 
resourceLavenderFlowers,items,Flowers,,,"Lavender Flowers"
resourceUncookedRice,items,Rice,,,"Uncooked Rice"
qt_MaryRevengeJudysGrave,items,Grave Ritual,,,"Witch Seer Grave Location"
qt_MaryRevengeJudysGraveDesc,items,Grave Ritual,,,"Crudely written instructions to guide some kind of occult bloodletting ritual for Magrat's sister (Judie's) grave. A scrawled map shows the witch's grave location.\n\nRead (A) to dig up Judie the Witch's corpse and take what you need before anyone else can mess with the grave.\n\n[Mary's Revenge storyline]"
createSummoningPie,Quest,Summoning Magrat,,,"The ultimate insult"
createSummoningPie_description,Quest,Summoning Magrat,,,"Create a cursed pie from Judie's bones and hair. Consuming a slice of the pie will invoke Magrat's wrath.\n\nIn her diary, Mary's was somewhat vague about possible side-effects from eating the pie.\n\nUse (A) to Summon Magrat.\n[Mary's Revenge storyline]"
createSummoningPieName,Quest,Summoning Magrat,,,[00FFB4]Create a Cursed Pumkin Pie[-]
createSummoningPie_subtitle,Quest,Summoning Magrat,,,Poke the Bear 
createSummoningPie_hint1,Quest,Summoning Magrat,,,[00FFB4]Gather Bone from Judie's Grave[-]
createSummoningPie_hint2,Quest,Summoning Magrat,,,[00FFB4]Gather Hair from Judie's Grave[-]
createSummoningPie_hint3,Quest,Summoning Magrat,,,[00FFB4]Cut a Cursed Pumkin Pie into slices[-]
graveRobbingMagratsSisterGroup,Quest,Quest Info,,,"Coven House, Map to secret grave." 
marysRevengeGraveScreamer,entityclasses,Entity,,,"Judie's Corpse Warden"
resourceDeadBird,items,Dead Bird,,,"Half eaten putrefying bird" 
resourceIpsloresBoots,items,Old Boots,,,"Ipslore's Boots"
resourceIpsloresBootsDesc,items,Old Boots,,,"Ipslore's fancy boots, not your size."
resourceDiscWorldBook,items,Special Book,,,"Disk-something"
resourceDiscWorldBookDesc,items,Special Book,,,"A worn dusty old book, clearly a series worth reading. The title is hard to read. Disc something, maybe Disc Wonder or Disc World? Who knows...."
resourceCultBoneJudy,items,Bone,,,"Strange bone" 
resourceCultBoneJudyDesc,items,Bone,,,"A strange blue bone from Judie's grave. Twisted and deformed, it must have been painful to walk on. There is an outline of a red eye burned into the side of the bone.\nBoiling this down in an alchemy recipe creates a vestige brew. The brew is used in a recipe used to summon the witch leader Margat the Seer.\n\n[Mary's Revenge storyline]" 
resourceCultBone,items,Bone,,,"Bone" 
resourceCultBoneDesc,items,Bone,,,"A bone from an animal, tainted with the hue and stench of witch binding." 
graveRobbingMagratsSister,Quest,Grave Robbing,,,"Judie Witch's Bones"
graveRobbingMagratsSister_description,Quest,Grave Robbing,,,"The summoning ritual requires you to consume an extract from the bones and hair of a Witch Seer. Following the instructions in Mary's diary, you need to dig up Judie Witch's grave and make a pie using her hair and bones. The notes describe consuming the pie in a ritual to summon Magrat.\nYou copy the recipe for the ritual and start looking for the grave, hoping you read the notes correctly.\n\n[Mary's Revenge storyline]"
graveRobbingMagratsSister_offer,Quest,Grave Robbing,,,"The summoning ritual requires you to consume an extract from the bones and hair of a Witch Seer. Following the instructions in Mary's diary, you need to dig up Judie Witch's grave and make a pie using her hair and bones. The notes describe consuming the pie in a ritual to summon Magrat.\nYou copy the recipe for the ritual and start looking for the grave, hoping you read the notes correctly.\n\n[Mary's Revenge storyline]"
graveRobbingMagratsSisterName,Quest,Grave Robbing,,,[00FFB4]Loot Judie's grave[-]
graveRobbingMagratsSister_subtitle,Quest,Grave Robbing,,,Loot the bones
graveRobbingMagratsSister_hint1,Quest,Grave Robbing,,,[00FFB4]Loot bones from the grave[-]
graveRobbingMagratsSisterComplete,Quest,Quest Info,,,[00FFB4]Judie Witch's grave has been opened[-]
graveRobbingTwoCoffinClosed,blocks,Block,,,Judie's Casket
graveRobbingTwoCoffinCracked,blocks,Block,,,Judie's Casket
graveRobbingTwoCoffinOpen,blocks,Block,,,Judie's Casket
graveRobbingCovenHouseScreamerSpawn,Quest,Quest Info,,,Hunt the witch.
graveRobbingCovenHouseScreamerSpawnName,Quest,Grave Robbing,,,[00FFB4]Kill the witch[-]
graveRobbingCovenHouseScreamerSpawn_offer,Quest,Grave Robbing,,,"Witches will chant at the priest's grave. Kill the witch to get a map to the location of the priest's grave.\n\n[Mary's Revenge storyline]"
graveRobbingJudysScreamerSpawn,Quest,Quest Info,,,Cult Lunatics
graveRobbingJudysScreamerSpawnName,Quest,Grave Robbing,,,[00FFB4]Kill the cult members[-]
graveRobbingJudysScreamerSpawn_offer,Quest,Grave Robbing,,,"There are witches guarding Judie's grave, discuss your concerns with them.\n\n[Mary's Revenge storyline]"
resourceJudysCorpse,items,Item,,,"Judie Witch's Rotting Corpse"
resourceJudysCorpseDesc,items,Item,,,"Oozing worm riddled carcass of a witch called Judie.\n\nThe stench is overpowering."
resourceBloodVile,items,Item,,,"Vial of Blood"
resourceBloodVileDesc,items,Item,,,"A small vial of blood"
foodPumpkinJudyPieWhole,items,Food,,,Cursed Pumkin Pie
foodPumpkinJudyPieWholeDesc,items,Food,,,"Cold and sticky Judie Witch bone and hair Pumpkin Pie.\nOpen to cut into slices.\n\n[Mary's Revenge storyline]"
foodPumpkinJudyPieSlice,items,Food,,,A Slice Of Cursed Pumkin Pie
foodPumpkinJudyPieSliceDesc,items,Food,,,"Disgusting slice of Judie Witch bone and hair Pumpkin Pie.\n\nAn underlined passage in Mary's diary warns that consuming this pie will enrage Judie's sister Magrat the Seer and cause her vengeful manifestation. Quick and strong, Magrat will most likely hunt you when out in the open.\n\nMary's strategic notes:\nTry get a height advantage.\nWhile Magrats alive, damaging her dopplegangers encourages more spawns.\nThe bleed effect of Mary's rifle didn't affect Magrat.\nThe Talisman Side Quest may be helpful.\n[Mary's Revenge storyline]"
resourceWitchBrew,items,Rice,,,"Ubuqili Brew"
resourceWitchBrewDesc,items,Rice,,,"Specially prepared Ubuqili essence. Has an acidic rotting stink that penetrates deap into your sinuses and stings your eyes. Used in the preparation of summoning a Witch Seer.\n\n[Mary's Revenge storyline]"
quest_TestCode,Quest,Test code,,,Quest_test_code
quest_KillMagratID,Quest,Kill Magrat,,,Magrat the Seer 
quest_KillMagrat,Quest,Kill Magrat,,,Kill Magrat the Seer 
quest_KillMagratName,Quest,Homing Pigeons,,,[00FFB4]Kill Magrat the Seer[-]
quest_KillMagratDesc,Quest,Challenge Info,,,"Tracking your every position and hidding behind dopplegangers, Magrat seeks to enslave and sacrifice you. \n\n\n\n[Mary's Revenge Storyline]"
resourcePieceOfCheese,items,Cheese,,,"Cheese Wedge"
resourcePieceOfCheeseDesc,items,Cheese,,,"Cheese wedge that looks like cheddar but isnt, certainly doesn't smell like cheddar. You wonder where the ingredients for the cheese would come from..."
marysRevengeMagratsSacrificialKnife,items,Knife,,,Concitatio.
marysRevengeMagratsSacrificialKnifeDesc,items,Knife,,,"Magrat's ancient clunaclus, Concitatio. A lethal sacrificial witch-blade that found its way to Magrat the Witch Seer. Like her sister Judie, Magrat was a depraved sadistic  itch with a tendancy towards psychotic outbursts and the knife reflected her creative outlook on life. The words [FFFFCC]Laetitia Poena[-] are embossed on the hilt.\n\nBy examining Concitatio you learn some of her basic stats but she was Magrats personal blade and her real powers remain unknown to you."
buffMarysRevengeFinalBossSummonDisplay,buffs,Buff,,,Cursed
buffMarysRevengeFinalBossSummon,buffs,Interloper,,,"Kill Magrat the Seer"
buffMarysRevengeFinalBossSummonDesc,buffs,Interloper,,,"You spit in the witch-seer Magrat's face and consume the essense of her sister. You embody the curse of Judie Witch and summon Magrat to a no rules battle to the death. Deliver Mary's vengence and defeat Magrat.\n\nMagrat's strategy focuses on spawning dopplegangers at random to confuse, overpower and rip her enemies to shreds. She will continue to spawn at random intervals to dominate and destroy you until you kill her.\n\n[Mary's Revenge Storyline]"
buffMarysRevengeFinalBossSummonName,buffs,Interloper,,,"Kill Magrat the Seer."
buffMarysRevengeFinalBossSummonTooltip,buffs,Interloper,,,"Kill Magrat."
quest_SpawnMagrat,Quest,Kill Magrat,,,Kill Magrat the Seer 
quest_SpawnMagratName,Quest,Kill Magrat,,,[00FFB4]Kill Magrat the Seer[-]
quest_SpawnMagratDesc,Quest,Challenge Info,,,"Tracking your every position and hidding behind dopplegangers, Magrat seeks to enslave and sacrifice you. \n\n\n\n[Mary's Revenge Storyline]"
quest_SpawnMagratMinions,Quest,Kill Magrat,,,A doppleganner has joined the fight!
quest_SpawnMagratMinionsName,Quest,Kill Magrat,,,[00FFB4]Kill Magrat the Seer[-]
quest_SpawnMagratMinionsDesc,Quest,Challenge Info,,,"A doppleganger has joined the fight - kill Magrat to stop the dopplegangers spawning. \n\n\n\n[Mary's Revenge Storyline]"
qt_RunMarysRevengeFinalBoss,items,Encrypted Note,,,MarysRevenge Final Boss
qt_RunMarysRevengeFinalBossDesc,items,Encrypted Note,,,"Test code to run the final interaction of the Marys Revenge story. Spawns final boss and dopplegangers"
graveRobbingIpsloreTheRed,Quest,Mary's Revenge,,,"Find Ipslore's Talisman"
graveRobbingIpsloreTheRedName,Quest,Mary's Revenge,,,[00FFB4]Ipslore's Folly[-]
graveRobbingIpsloreTheRed_offer,Quest,Mary's Revenge,,,"The power of the Witch Sisters, Magrat and Judie, is in their innate ability to summon dopplegangers.\nDuring the war for control of the witch cult, Ipslore the Red created 2 Talismans to mark Magrat and Judie apart from their dopplegangers. He used one to great effect to mark and kill Judie in an ambush, but while the Talisman could identify the true Magrat it was not very useful at detecting rat poison. Ipslore died an agonising death from renal failure and a prolapsed anus. In death his power lingers and his grave is protected by beasts from hell.\n\n[Mary's Revenge Storyline]"			
graveRobbingIpsloreTheRedGroup,Quest,Mary's Revenge,,,Ipslore's Folly
graveRobbingIpsloreTheRed_hint1,Quest,Quest Info,,,[00FFB4]Beware the Gravekeepers[-]
quest_SpawnGraveKeeperDireWolf,Quest,Hell's Gatekeeper,,,Kill the Grave Keeper 
quest_SpawnGraveKeeperDireWolfName,Quest,Hell's Gatekeeper,,,[00FFB4]Kill the Grave keeper[-]
quest_SpawnGraveKeeperDireWolfDesc,Quest,Challenge Info,,,"You have disturbed a grave protected by a witch's death song. A beast fron hell protects the grave and is hunting you.\n\n\n\n[Mary's Revenge Storyline]"
quest_SpawnGraveKeeperDireBear,Quest,Kill Magrat,,,Kill the Grave Keeper
quest_SpawnGraveKeeperDireBearName,Quest,Hell's Gatekeeper,,,[00FFB4]Kill the Grave Keeper[-]
quest_SpawnGraveKeeperDireBearDesc,Quest,Hell's Gatekeeper,,,"You have disturbed a grave protected by a witch's death song. A beast fron hell protects the grave and is hunting you.\n\n\n\n[Mary's Revenge Storyline]"
resourcePilotsCorpse,items,Item,,,"Pilots Corpse"
resourcePilotsCorpseDesc,items,Item,,,"The mangled corpse of the pilot, doesn't seem like gyrocopters have airbags. From his state of decomposition, you figure he died about a week or two ago. There is a big hole where his forehead used to be. You poke your finger inside to see if there's anything interesting. A worm squishes out of an eye socket from the pressure of your finger wagging around in the gunk. You dont find anything and as you squeeze some sticky cruor from under your fingernails you wonder if maybe you should've worn gloves or something."
resourceCIADudeCorpse,items,Item,,,"Special Agent's Corpse"
resourceCIADudeCorpseDesc,items,Item,,,"The dead man appears to be some kind of Special Agent and clearly didn't die from the crash. You count 5, maybe 6 bullet wounds to his chest and there's not much left of the back of his head. A pistol falls from his shoulder holster as you move him. He appears to have been carrying something that someone desperately wanted. His right hand has been sawn-off at the wrist and the remains of his hand and some bloodied handcuffs lay on the floor attached to an empty briefcase."
resourceCIASecurityTag,items,Item,,,"Fake IDs"
resourceCIASecurityTagDesc,items,Item,,,"Several different IDs and aliases. A variety of interesting names and professions with the dead agent's picture smiling wistfully in each of them."
resourceCIABriefingNote,items,Item,,,"Briefing Note"
resourceCIABriefingNoteDesc,items,Item,,,"A torn and crumpled note. Flattening it out shows it to be a Top Secret Briefing Note. You can't make much out through the bloodstains. The whole scene reflects a grim tale but there's nothing to indicate what the Agent was so desperate to protect."
foundGyroRewardSchematic,items,Traps,,,Gyro World
foundGyroRewardSchematicDesc,items,Traps,,,"Gyro World. \nIts all greek to me! Gyro maintenance & piloting for dummies. Learn the Gyro Accessories and Chassis recipes."
foundGyroAgentLuggage,items,Item,,,Small Reinforced Case
foundGyroAgentLuggageDesc,items,Item,,,"An empty smashed metal case. A bloodied hand dangles from a set of handcuffs still attached to the handle. It looks like took a long while to get into the case using a variety of methods." 
assassinsPistol,items,Pistol,,,Welrod MkXV11 9mm
assassinsPistolDesc,items,Pistol,,,"Rare sanitised SOE Stealth Pistol. A quiet blow-back pistol with low heat generation. Uses a combination of a polyaramide bolt and an oil-tempered chrome vanadium recoil spring to support 124-grain 9mm ammunition. As a blowback pistol it does not support AP or HP ammo.\n\nSneak Bonuses:\nSneak Damage 10X.\nSneak Headshot Damage 400%."

gyrocopterWreck,blocks,block,,,Crashed Gyrocopter
gyrocopterWreckChassis,blocks,block,,,Crashed Gyrocopter
buffTest,buffs,Buff,,,Test
pigeonFinalBoss,entityclasses,Entity,,,Curtis Pigeonface Colton
buffGameEventController,buffs,Buff,,,Zombie Kills: 
buffGameEventControllerDesc,buffs,Buff,,,Zombie kill streak.\nResets on death.\nTriggers Mary's Revenge at 3000.
buffGraveArtifactComplete,buffs,Buff,,,Cursed Artifact-Strongbox 
buffGraveArtifactCompleteDesc,buffs,Buff,,,Cursed Artifact-Strongbox
milestoneBundleZombieKill,buffs,Buff,,,Mary reaches out to you from the grave
testbuffmsg,buffs,Buff,,,Buff test Msg
resourceNewsPaperClipping1,items,Clipping,,,"Clipping 1"
resourceNewsPaperClipping1Desc,items,Clipping,,,"Clipping 1"
resourceNewsPaperClipping2,items,Clipping,,,"Clipping 2"
resourceNewsPaperClipping2Desc,items,Clipping,,,"Clipping 2"
resourceNewsPaperClipping3,items,Clipping,,,"Clipping 3"
resourceNewsPaperClipping3Desc,items,Clipping,,,"Clipping 3"
resourceNewsPaperClipping4,items,Clipping,,,"Clipping 4"
resourceNewsPaperClipping4Desc,items,Clipping,,,"Clipping 4"
resourceNewsPaperArticle,items,Article,,,"Article 1"
resourceNewsPaperArticleDesc,items,Article,,,"Article 1"

questMarysRevengeArtifactContainerOpened,Quest,Challenge Info,,,Cursed Container.
questMarysRevengeArtifactContainerOpenedName,Quest,Challenge Info,,,[00FFB4]Cursed Container[00FFB4]
questMarysRevengeArtifactContainerOpenedDesc,Quest,Challenge Info,,,Break open the cursed container to get the Artifact inside.
qt_burialSiteMarysRevengeNote,items,Quest - Burial Site,,,Inspect Burial Site - Mary's Revenge
qt_burialSiteMarysRevengeCovenHouse,items,Quest - Burial Site,,,"Coven House - Marys Revenge"
qt_burialSiteMarysRevengeCovenHouseDesc,items,Quest - Burial Site,,,"Test code - starts Coven House chapter of Mary's Revenge"
qt_burialPatrolCarNote,items,Missing Patrol Car,,,Dirty old Police Notebook: Missing Schematics
qt_burialPatrolCarNoteDesc,items,Missing Patrol Car,,,"After discovering the Crowd Control mod could be further modified to stop Rad regeneration, Sheriff Rosco P. Coltrane was tasked with delivering the new mod design to Central Operations.\nHe never arrived. Police believe he was ambushed by the Hazzard Gang and their young kid; 'Duke' - real name Cletus Hogg III.\nThe dusty notebook contains a map to the last known location of his Patrol Car.\n[Note! On completion this quest will show as 'Failed'. As long as you retrieve the loot you are fine.]"  
pigeonSpawn,items,Homing Pigeons,,,"Intercept Homing Pigeon"
quest_SpawnHomingPigeon1,Quest,Challenge Info,,,Intercept Puffy the Homing Pigeon
quest_SpawnHomingPigeon1Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Puffy the Homing Pigeon[-]
quest_SpawnHomingPigeon1Desc,Quest,Challenge Info,,,"Some kind of pigeon. Intercept the pigeon to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon2,Quest,Challenge Info,,,Intercept Coco the Homing Pigeon
quest_SpawnHomingPigeon2Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Coco the Homing Pigeon[-]
quest_SpawnHomingPigeon2Desc,Quest,Challenge Info,,,"Another pigeon. Intercept it to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon3,Quest,Challenge Info,,,Intercept Plop the Homing Pigeon
quest_SpawnHomingPigeon3Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Plop the Homing Pigeon[-]
quest_SpawnHomingPigeon3Desc,Quest,Challenge Info,,,"A third pigeon. Intercept it to see what going on. \n\nIf you dont succeed, maybe you'll see the pigeon again.\n\n\n\n[Pigeons Carry Diseases Storyline]"
quest_SpawnHomingPigeon4,Quest,Challenge Info,,,Intercept Sparkle the Homing Pigeon
quest_SpawnHomingPigeon4Name,Quest,Homing Pigeons,,,[00B4FF]Intercept Sparkle the Homing Pigeon[-]
quest_SpawnHomingPigeon4Desc,Quest,Challenge Info,,,"A fourth pigeon. Intercept it to see what going on. \n\nIf you dont succeed the pigeon will probably come back a few more times.\n\n[Pigeons Carry Diseases Storyline]"
quest_ScoutTraderWasteland,Quest,Quest Info,,,Scout Trader - Wasteland
quest_ScoutTraderWasteland1,Quest,Quest Info,,,Scout Trader - Wasteland 1/1
quest_ScoutTraderWasteland1_description,Quest,Quest Info,,,"Check out this Trader in the Wastelands. \nYou are thirsty for information. Snoop around, someone might dish some juice and spill the tea." 
quest_ScoutTraderWasteland1_hint1,Quest,Quest Info,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-]
quest_ScoutTraderWasteland1_hint2,Quest,Quest Info,,,[FFB400]Follow the navigation icon to find the trader inside.\nTry checking the trader's inventory to complete this quest.[-]
quest_ScoutTraderWasteland1_subtitle,Quest,Quest Info,,,Scout Trader
quest_ScoutTraderSnow,Quest,Quest Info,,,Scout Trader - Snow
quest_ScoutTraderSnow1,Quest,Quest Info,,,Scout Trader - Snow 1/1
quest_ScoutTraderSnow1_description,Quest,Quest Info,,,"Recon the Trader living out in the snow biome. Scout out their location and see if you can pick up any interesting local chatter."
quest_ScoutTraderSnow1_hint1,Quest,Quest Info,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-]
quest_ScoutTraderSnow1_hint2,Quest,Quest Info,,,[FFB400]Follow the navigation icon to find the trader inside.\Try checking the trader's inventory to complete this quest.[-]
quest_ScoutTraderSnow1_subtitle,Quest,Interloper,,,[FFB400]Scout Trader[-]
quest_Interloper_ScoutTraderOne,Quest,Interloper,,,"Visit the Trader and chat with them, see if you can pick up any info on any Special Supply drops. \nThey probably don't trust you but its worth a try.\n\n[Interloper storyline]"
quest_Interloper_ScoutTraderOneName,Quest,Interloper,,,[FFB400]Scout Trader for info.[-]
quest_Interloper_ScoutTraderOne_description,Quest,Interloper,,,"Visit the Trader and chat with them, see if you can pick up any info on any Special Supply drops. \nThey probably don't trust you but its worth a try.\n\n[Interloper storyline]"
